tradeDate,openPrice,highPrice,lowPrice,closePrice,volume,ticker
2020-01-01,95.79,95.79,95.61,95.71,2287978,000002
2020-01-02,96.28,98.94,96.28,98.83,5439013,000002
2020-01-03,98.59,100.36,98.59,99.9,1491684,000002
2020-01-06,101.12,101.12,98.58,98.96,18416420,000002
2020-01-07,98.9,98.9,94.67,95.04,11654757,000002
2020-01-08,96.29,96.29,94.88,95.01,5974397,000002
2020-01-09,95.16,96.08,94.58,95.26,11848919,000002
2020-01-10,94.56,94.85,94.37,94.67,2575137,000002
2020-01-13,94.64,94.64,92.0,92.74,10939709,000002
2020-01-14,94.09,94.09,90.63,91.0,3124931,000002
2020-01-15,90.54,90.79,88.91,90.21,8127973,000002
2020-01-16,88.64,92.08,88.64,91.01,14020236,000002
2020-01-17,90.74,90.74,89.26,89.43,2754436,000002
2020-01-20,88.96,92.35,88.96,90.4,1157570,000002
2020-01-21,88.05,94.01,88.05,93.79,8858481,000002
2020-01-22,94.16,94.16,93.41,93.52,3897241,000002
2020-01-23,93.57,93.57,88.19,89.15,7478237,000002
2020-01-24,89.26,89.26,87.53,88.19,4935557,000002
2020-01-27,89.22,89.22,85.29,86.08,4135298,000002
2020-01-28,85.64,87.82,84.16,86.28,3064475,000002
2020-01-29,85.78,88.32,85.78,87.52,3235874,000002
2020-01-30,88.09,96.7,88.09,94.49,9540759,000002
2020-01-31,95.18,97.26,95.18,96.65,5735997,000002
2020-02-03,96.56,98.46,96.56,97.7,1661917,000002
2020-02-04,97.82,101.86,97.82,101.51,5019525,000002
2020-02-05,101.61,101.61,98.79,98.86,14932762,000002
2020-02-06,100.75,102.15,98.86,100.46,7209961,000002
2020-02-07,100.27,100.62,99.33,99.87,2469660,000002
2020-02-10,98.28,101.36,98.28,100.95,15004828,000002
2020-02-11,100.7,101.85,97.73,99.67,1746571,000002
2020-02-12,101.84,101.84,96.55,97.93,16961298,000002
2020-02-13,98.02,98.02,95.02,95.08,14831394,000002
2020-02-14,94.77,100.47,94.77,100.18,4945855,000002
2020-02-17,100.85,100.85,96.91,97.24,20717632,000002
2020-02-18,96.06,96.06,92.18,92.57,13233985,000002
2020-02-19,92.69,92.69,87.68,88.0,19308878,000002
2020-02-20,88.13,90.02,88.13,89.21,6478152,000002
2020-02-21,89.11,89.11,85.75,85.76,6768253,000002
2020-02-24,85.6,85.6,82.37,83.91,3695779,000002
2020-02-25,84.0,84.79,82.44,83.67,8308862,000002
2020-02-26,83.52,85.37,83.23,84.36,10159130,000002
2020-02-27,84.9,86.1,83.09,84.44,2174027,000002
2020-02-28,84.58,90.61,84.58,90.09,16422989,000002
2020-03-02,89.86,94.35,89.86,93.98,17128975,000002
2020-03-03,94.67,100.09,94.67,98.4,9347870,000002
2020-03-04,97.62,97.62,95.89,96.6,4741228,000002
2020-03-05,95.69,95.69,95.33,95.46,2481855,000002
2020-03-06,95.89,99.71,95.89,99.08,2905682,000002
2020-03-09,98.72,99.72,95.4,96.88,6183868,000002
2020-03-10,95.39,98.06,95.15,96.11,9325469,000002
2020-03-11,96.2,96.2,92.91,92.93,9845378,000002
2020-03-12,92.99,94.63,90.83,92.6,1310244,000002
2020-03-13,93.12,97.31,93.12,96.71,4532110,000002
2020-03-16,96.92,96.92,95.32,95.8,11487222,000002
2020-03-17,95.12,95.57,95.12,95.54,6683876,000002
2020-03-18,94.32,97.62,94.1,95.97,1561231,000002
2020-03-19,95.48,95.48,93.32,93.51,5630358,000002
2020-03-20,92.72,92.72,90.33,91.58,9404010,000002
2020-03-23,90.28,90.28,83.14,83.51,4462808,000002
2020-03-24,82.25,84.25,82.25,83.5,3464073,000002
2020-03-25,82.71,84.45,82.71,84.08,4954697,000002
2020-03-26,82.72,87.16,82.72,85.91,18532658,000002
2020-03-27,85.14,88.95,85.14,88.57,11369986,000002
